Giuda Tallarico
Giuseppe Montagner
Manuele Palazzo
Aquilino Marchini
Sarbello Carloni
Abramo Carboni
Ottaviano Marangoni
Diogene Guastella
Aciscolo Avola
Gianluca Casini
Sico Bozzi
Saladino Campus
Bruto Leale
Assunto Luongo
Lamberto Tesi
Asterio Filippini
Venanzio Ciacio
Rosario Marchesan
Iginio Di Stefano
Zenebio Conti
Eginardo Trevisan
Umile Galasso
Divo Branca
Manetto Re
Giobbe Piredda
Amico Nobile
Aimone Perna
Fermiano Caradonna
Onesto Giardini
Athos Lonardi
Catullo Adamo
Zeno Di Grezia
Macario Ottaviano
Nazzaro Carollo
Baldassarre Romeo
Saladino Fierro
Camillo Totaro
Ulderico Serra
Catullo Martina
Omero Beltrame
Ermenegildo Pagliuca
Bonaldo Maniscalco
Silverio Valentini
Quirino Gatto
Aidano Marras
Gregorio De Napoli
Timoteo Abbrescia
Basilio Contu
Tancredi Campus
Isidoro Bertolussi
Spartaco Napoli
Evandro Fabbri
Valentino Fiori
Leopoldo Tammaro
Uriele Riparbelli
Abdone Di Gaetano
Fulgenzio Angelucci
Albrico Pinardi
Pantaleone Mazzini
Asdrubale Gatto
Edmondo Galeazzi
Liberato Manca
Pardo Vannini
Bortolo Franceschini
Amauri Sessa
Pompeo Puddu
Luigi Sinopoli
Abramo Ciuffreda
Democrito Nobile
Zenone Sini
Sesto Guidotti
Ulfo Cappiello
Apollo Di Girolamo
Sabino Moretti
Bruto Taddei
Pupolo Delfino
Brando Caruso
Vinebaldo Capriotti
Sirio Chiavacci
Rufo Rondoni
Ugolino Stabile
Dodato Vascotto
Berengario Sartor
Fleano Puglisi
Leo Furno
Melchiorre Acquaviva
Maurizio Lelli
Lino Trovato
Flavio Tesi
Tibaldo Di Francesco
Attilio Cremonesi
Solocone Berto
Tesifonte Giacalone
Innocenzo Paolucci
Zoilo Peluso
Salvo Cecchini
Bassiano De Gregorio
Graciliano Colucci
Odorico De Chiara
Aresio Scala
Uranio Fadda
Gaglioffo Brignone
Speranzio Semeraro
Geronzio Martina
Rufo Bini
Riccardo Sassano
Ireneo Caruso
Ottone Piccolo
Basileo Sarti
Concetto Tomassoni
Nicarete Giannetti
Gianmarco Gargiulo
Senesio Santucci
Giacobbe Biancheri
Ventura Sucera
Baldomero Capizzi
Alfio Giusti
Algiso Sbrana
Basilio Di Sarno
Augusto Barile
Glauco Forlani
Vilfredo Alaimo
Iorio Mariucci
Alfredo Narciso
Ariele Manzi
Vittoriano Di Giovanni
Cosimo Fior
Apollinare Tammaro
Amleto Barra
Alfredo Medeot
Ischirione Scalise
Alvaro Torchia
Orazio Casolaro
Casimiro Contini
Gianni Barbiero
Aronne Salierno
Fedro Macchia
Orlando Serr
Tulliano Rotolo
Agrippa Barresi
Stefano Ambrosini
Casto Riolo
Melanio Saracino
Evandro Agresta
Marino Iacovino
Tiberio Mercurio
Adamo Campanile
Davino Pibiri
Gineto Cascio
Albino Pizzuti
Varo Licata
Claudio Lecca
Esuperio Vichi
Giovenzio Menconi
Abramio Scalia
Evandro Lepore
Leandro Mariotti
Galdino Quaranta
Vittore Tomassoni
Aristide Laganà
Apuleio Prisco
Doriano Castellano
Chiaffredo Spagnolo
Privato Beltrami
Giacomo Marangi
Alfonso Feliziani
Gianluigi Petrone
Tullio Berto
Ennio Di Lascio
Turibio Mancino
Ticone Di Fazio
Cecilio Cavalieri
Celso Corradi
Querano Canova
Gerardo Oggiano
Pompeo Mazzoni
Ausilio Agostini
Umile Vacca
Mennone Cipolletta
Remondo Benvenuto
Emilio Maniscalco
Addo Lippi
Asimodeo Notaro
Mosè Passeri
Rino Gerace
Empirio Impellizzeri
Platone Marchesini
Zena Calì
Alberico Di Bari
Severiano Fasoli
Illidio Mannino
Giobbe Manzi
Piermarco Cataldo
Amando Vitali
Ranolfo Petralia
Nicodemo Cascio
Cirino De Salvo
Ascanio Mariani
Adamo Silvestrini
Abaco Maurizi
Arnaldo Bini
Speranzio Carlini
Abenzio Belmonte
Iginio Micillo
Vinicio Di Palma
Letterio Bodini
Abelardo Affinito
Gennaro D'Ippolito
Tranquillo Righi
Daciano Prato
Emiliano D'Aleo
Niceto Nicolò
Icaro Strano
Soccorso Mazzocchi
Adone Boschetti
Venustiano Cozzi
Arminio Mancinelli
Amelio Inzerillo
Eberardo Piazzolla
Immacolato Semprini
Tancredi Canova
Torquato Pellecchia
Cirano Cannone
Mirco Ferreri
Polifemo Falco
Robaldo Gatto
Zeno Pollina
Ramiro Conti
Geremia Berti
Apollo Vitiello
Prassede Gianotti
Albrico Passuello
Cremenzio Casano
Azeglio Mingarelli
Corbiniano Mosca
Mosè Fiorucci
Gianmario Denaro
Gualberto Amabile
Pantaleone Maione
Valerico Maio
Aristo Angeloni
Pellegrino Chimenti
Marino Piva
Oliviero Cirelli
Eutalio Termine
Aris Doronzo
Genesio Volpe
Saffo Capoccia
Arturo Menna
Orso Molinaro
Climaco Vassallo
Geminiano Martina
Venceslao Murtas
Auro Floris
Parmenio Migliaccio
Vinfrido Grande
Basilio Leopardi
Bacco Sabatino
Ildebrando Dragone
Oderico Pece
Bastiano Marchese
Vinicio Liuzzi
Vitale Mazzei
Argimiro Ferrarotti
Fiorenziano Spadafora
Alano Petrini
Ilario Guerrieri
Orfeo Rosset
Rutilo Merli
Eligio Centofanti
Saladino Campanella
Italo Piscopo
Adelberto Chiavacci
Quintilio Proietti
Ulisse Pierro
Secondo Pace
Giasone Rapuano
Dante Tirelli
Cataldo Sartori
Elita Genchi
Cristiano Giusti
Vivaldo Laezza
Onofrio Bernabei
Chiaffredo Fabris
Fabiano Durante
Adelmo Stanzione
Nicea Marino
Arturo Santarsia
Generoso Acquistapace
Endrigo Sechi
Vasco Tumino
Lavinio Coretti
Valfredo Rusciano
Giorgio Lopez
Ildefonso Olla
Crescenzio Contini
Aidano Braia
Aidano Di Liberto
Lavinio Addis
Erasmo Cucciniello
Salomone Como
Turi Abbondanza
Gumesindo Stella
Antonello Briano
Auberto Simonini
Romeo Vita
Giuseppe Poli
Amaranto Sodano
Colmanno Buccheri
Amanzio Ingrassia
Cataldo Francesconi
Iago Terzi
Fortunato Fiorentino
Edmondo Bellini
Secondiano Bartolucci
Metello Micheletti
Giosuele Pedone
Emiliano Cavallo
Modesto Berardi
Metello Perotti
Nunzio Marcon
Amauri Biagini
Attila Licciardello
Vittore Monticelli
Demostene Addis
Tiziano Paonessa
Giandomenico Lo Presti
Arcadio Catalano
Iorio Boschi
Gerolamo Favre
Patroclo Costanzo
Benigno Asaro
Erasmo Pavan
Bindo Barsotti
Pollione Casano
Ildefonso Zani
Ventura Teresi
Flaviano Montesano
Tammaro Costantin
Assunto Cucchiara
Giacomo Celi
Roberto Madonna
Aureliano Giovannetti
Vladimiro Valenti
Benvenuto Forlani
Ferruccio Bellucci
Oscar Castellano
Oderico Chiodi
Gualberto Ferracuti
Bastiano Ianni
Guiscardo Adragna
Cleonico Fini
Abramio Sabbatini
Serafino Tolomeo
Costanzo De Col
Polidoro Sabatino
Nestore Pavani
Coronato Rapuano
Antelmo Tassone
Quintilio Flore
Prospero Giordano
Acrisio Mariani
Tammaro Amato
Modesto Ferrero
Zenobio Lugli
Paciano Bonelli
Misaele Cannella
Aciscolo Fantozzi
Frido Pugliese
Abramio Siracusa
Cino Campisi
Eberardo Melillo
Ursino Dominici
Simone Venturini
Cherubino Piredda
Amaranto Quarta
Egeo Guarneri
Asterio Di Caccamo
Fuscolo Alessandrini
Viviano Pizzi
Settimio Margiotta
Alfonso Miceli
Sostene Degano
Archippo Ranieri
Bertolfo Perotti
Nazzaro Riva
Erico Marelli
Ascanio Rosi
Fulberto Martines
Ciriaco Bortolin
Manilio Valli
Servidio Santucci
Dino Capecchi
Tesauro Venturelli
Ippocrate Menozzi
Amico Ciulla
Severiano Gusmeroli
Gaetano Sciacca
Ennio Fichera
Lanfranco Izzi
Alceste Bonomo
Adalrico Anzalone
Gino Visintin
Rubiano Severino
Lamberto Sforza
Sviturno Flacco
Dante Matarazzo
Fleano Torchio
Pardo Casagrande
Ismaele Siciliano
Magno Martines
Roberto Simeone
Vladimiro Tarantino
Laurentino Stella
Ambrosiano Flacco
Guiberto Crimi
Simone Ruggiero
Bernardo Frau
Tancredi Macchi
Fabio Ianni
Aristide Rossetti
Sicuro Signorelli
Emmerico Marcianò
Crespignano Molinari
Giuliano Gamba
Albano Santini
Adalberto Gianni
Golia Ratti
Delfino Ceccarini
Ansovino Marega
Igino Artioli
Lavinio Costa
Fulberto Ruberto
Giove Marega
Euseo Proietti
Vittore Motta
Tammaro Caselli
Gianmarco Landi
Serviliano Fratello
Indro Ambrosino
Gottardo Gulino
Protasio Bernabei
Casto Capitani
Teodoro Perrotta
Acilio Migliaccio
Ranolfo Barone
Adelmo Torre
Misaele Salvi
Ciriaco Cortinovis
Euclide Savini
Aratone Cantagallo
Livino Matteucci
Abelardo Paolella
Liberto Lezzi
Severino Santo
Eraldo Rocchi
Eros Palombi
Egidio Guida
Sesto Casavecchia
Siricio Fedele
Armando Ragusa
Vinebaldo Pastorelli
Abenzio Melis
Sirio Laezza
Sinfronio Garifo
Aleandro Carlotti
Endrigo Sammartino
Filippo Carollo
Agapito Saccone
Gaudenzio Narciso
Remondo Poggio
Nicezio Di Gennaro
Soccorso Boi
Lucio Macchia
Arcadio Totaro
Agamennone Lazzaro
Vittore Martelli
Aquilino Pedrotti
Bruto Panico
Evandro De Fazio
Vito Merlo
Dino De Feo
Vulpiano Marras
Severino Casali
Amedeo Gerace
Tolomeo Ermini
Malco Scarpellini
Bonaventura Lotti
Silvio Orlando
Abelardo Ortolani
Venerio D'Onofrio
Radolfo Paolella
Emilio Simone
Saffiro Cecere
Coreno Landi
Acilio Medici
Gerino Gravina
Liberto Moser
Amintore De Maria
Lavinio Artioli
Evandro Candela
Surano Prato
Alfonso Cappelli
Elpidio Grande
Settimo Cannella
Lieto Canu
Barbarigo Guastone
Donato Romanini
Azeglio Cantagallo
Attila Forte
Amilcare Pianigiani
Maiorico Tanzi
Ecclesio Damiano
Zeno De Falco
Giotto Bresciani
Telchide Del Bianco
Ursicio Verme
Gonerio Mercuri
Elia Altieri
Savino Donati
Evremondo Milella
Calogero Cattani
Respicio Iovino
Eleuterio Passarelli
Giorgio Capogna
Auberto Zito
Fabrizio Pandolfi
Walter Mari
Alfio Lucia
Cesario Mulè
Gianbattista Cicala
Amos De Chiara
Urdino Carboni
Adone Sebastiani
Monaldo Usai
Otello Zanelli
Quirino Boschetti
Felice De Falco
Camillo Righi
Minervino Diamanti
Massimo Celli
Rosario Flore
Ulisse Mistretta
Agamennone Viale
Settimio Scalzo
Taide Simone
Giusto Zago
Fabrizio Sepe
Eugenio Costantino
Frido Luconi
Balderico Nigro
Cesario Pasqua
Leone Amadori
Speranzio Valenza
Cesario Pircher
Quintino Battisti
Siro Belli
Livio Rotondo
Bindo Pecora
Aleardo Giordano
Annibale Catellani
Valfrido Carrieri
Bonagiunta Olla
Taziano Savini
Fabrizio Mancino
Barsimeo Cassano
Polifemo Petronio
Albino Visani
Sesto Lodi
Mirco Marani
Ireneo Pellegrini
Bonito Paolella
Eliano Vercesi
Geremia Porcu
Frido Burgio
Giobbe Pennestrì
Teogene La Monica
Colmanno Damiano
Barsaba Nicotra
Cirino De Chiara
Gianpaolo Pozzo
Mennone Simoni
Lidio Petronio
Gennaro Gabrielli
Athos Di Giorgio
Bruno Cantoni
Aciscolo Iazzetta
Siriano Celi
Gioventino Furno
Plutarco Zaccaria
Sebastiano Pitzalis
Polifemo Parisi
Gherardo Paladini
Ovidio Rapuano
Michelangelo Pantano
Orlando Faraci
Sinesio Maragno
Ruggero Ercoli
Laurentino Lombardi
Enzo Perna
Abenzio Merola
Zenone Angeletti
Vivaldo Telesca
Venusto Borelli
Cino Dell'Amico
Semplicio Camilli
Giosuele Provenzano
Indro Perilli
Dione Moretto
Costantino Fabbricatore
Sosteneo Manicone
Fermo Fratti
Giadero Meli
Emiliano Kofler
Zefiro Pischedda
Amauri Piva
Ultimo Buzzi
Evodio Farina
Ermete Passuello
Ulisse Laganà
Tesifonte Todaro
Gaspare Gruppuso
Romolo Liverani
Enecone Maragno
Golia Balistreri
Ranolfo Maggi
Giuliano Bassani
Pacifico Molteni
Davide Laganà
Alcino Berto
Aquilino Redaelli
Cirino Zordan
Livio Menozzi
Saffiro Ippolito
Esuperio Licciardello
Lanfranco Merlo
Eraldo Prete
Azeglio Labate
Sostrato Colonna
Sempronio Vicini
Sigfrido Foschi
Liberto Fabbricatore
Gervasio Di Lascio
Piersilvio Corsi
Venusto Blanc
Zaccheo Mazzola
Bartolo Conforti
Apollo Golinelli
Niniano Ducci
Venusto Liverani
Ermes Zappia
Fortunato Virgilio
Eriberto Villani
Natale Carè
Nino Marcelli
Abaco Piana
Agesilao Nardi
Doroteo Leone
Bonifacio Bocchi
Carmelo Quinto
Umberto Braia
Valfredo Virgilio
Narciso Barletta
Indro Cerutti
Giasone Buonomo
Marino Filice
Acario Di Martino
Caronte Petrelli
Ercolano Lelli
Fabrizio Lugli
Mirco Rotundo
Dione Morello
Vinebaldo Ugolini
Amadeo Polizzi
Arcibaldo Califano
Arduino Di Domenico
Alfredo Genovese
Gaetano Napolitano
Gabino Vascotto
Didimo Granà
Colombano Raniolo
Guido Eligibile
Simeone Cannella
Privato De Angelis
Araldo Carloni
Azelio De Carolis
Nunzio Cocco
Siro Surace
Ottaviano Motta
Orenzio Saccone
Gautiero Moretto
Gaglioffo Floris
Alboino Salemi
Tobia Rizza
Gilberto Cappai
Umile Proietti
Saverio De Feo
Monaldo Molteni
Lauriano Casula
Accursio Peruzzi
Postumio Ferraiuolo
Adolfo Nobili
Clodoveo D'Elia
Fidenziano Mazzeo
Cosma Praticò
Casimiro Parrino
Giuseppe Floridia
Diodoro Repetto
Araldo Zagaria
Rainaldo Crispino
Archippo Cianci
Adalrico Castiglioni
Tancredi Carriero
Arrigo Rinaldi
Fermiano Mangano
Arrigo Cannone
Leopoldo Schettino
Ivanoe Bortoluzzi
Soccorso Capannolo
Cornelio Macchia
Gumesindo Fonti
Giacobbe Vichi
Giacomo Ostuni
Arduino Giampaolo
Alessandro Santoro
Paterniano Palano
Servidio Moras
Manuele Granato
Tammaro Manno
Filomeno Silvestro
Aniceto Napoletano
Silvano Lucia
Flaviano La Rosa
Viliberto Cilli
Ponzio Campo
Landolfo Carè
Dionigi D'Avino
Dionigi De Martino
Lidio Golinelli
Vulmaro Spinelli
Osmondo Mauri
Aloisio Ciani
Ermes Monticelli
Sidonio De Bonis
Alcide Viti
Pietro Aquino
Venustiano Pivetta
Giovenzio Bove
Evidio Sardella
Donato Capannolo
Enea Di Biase
Perseo Brumat
Festo Gervasi
Fausto Cecchi
Teobaldo Zagaria
Giona Marangon
Cirano Campanile
Ercole Barbiero
Maccabeo Pala
Gandolfo Marano
Eutalio Tufano
Loris Como
Mattia Gusmeroli
Protasio Gaudiano
Simeone Gaddini
Livio Cavalli
Corbiniano D'Onofrio
Asdrubale Degano
Gualtiero Comito
Salustio Lippi
Sabazio Hofer
Sabele Giuliano
Caronte Martinelli
Girardo De Lucia
Ultimo Migliore
Sirio Petito
Aristeo Balsamo
Lorenzo Beltrame
Iacopone Martinelli
Mauro Perotti
Fulvio Fabbricatore
Nico Pastorelli
Terzo Cipriani
Afro Petrarca
Giacinto Mazzanti
Bruno Nocera
Dalmazio Senatore
Sergio Zappia
Baldassarre Finocchiaro
Ottavio Papini
Procopio Di Felice
Richelmo Piazzolla
Agesilao Scarpellini
Mosè Novello
Luca Zumbo
Agabio Conforti
Averardo Mingarelli
Bertoldo Cardini
Abibo Usai
Elio Santarsia
Venustiano Palmieri
Alviero Lori
Boris Zedda
Nestore Guerriero
Giulio Di Giacomo
Ennio Cingolani
Vinicio Mazzoleno
Vasco Tiano
Dionisio Campanini
Felice Aiello
Cristoforo Pellicano
Pollione De Fazio
Assunto Marzocchi
Ulberto De Salvo
Bernardo Lentini
Alvaro Biggi
Vladimiro Rotolo
Rufino Forte
Eterie Lippolis
Alboino Venturini
Agapito Cardia
Gustavo Petrelli
Cino Iannucci
Giocondo Novelli
Rocco La Manna
Otello Cappello
Almerigo Asaro
Chiaffredo Bindi
Gionata Fini
Virgilio Pasqua
Giosuè Marangi
Flaviano Contini
Ulpiano Lupi
Daciano Di Domenico
Bonifacio Centofanti
Sarbello Corridori
Vespasiano Boschetti
Cristiano Del Monte
Girolamo De Sanctis
Marco Motisi
Fidenziano Di Pasquale
Ursino Pischedda
Servidio Pascucci
Placido Gambino
Battista Piga
Protasio Cingolani
Pacomio Zanon
Ercole Di Giacomo
Addo Cozzolino
Radolfo Rambaldi
Eros Cavaliere
Federico Lucarelli
Pusicio Medugno
Quintino Terzi
Bartolo Panza
Baldo Coslovich
Fermo Di Liberto
Golia Mantovani
Erenia Cerise
Diego Menconi
Bertolfo Paradiso
Rodiano Giardini
Cristaldo Cannella
Fermiano Sucera
Secondo Angeli
Ercole Vitiello
Salustio Chessa
Terenzio Kofler
Secondiano Villari
Crispino Barletta
Porfirio Pecora
Publio Gallo
Doriano Di Giovanni
Didimo Sabatino
Ulfo Chiacchio
Richelmo Ambrosini
Viscardo Gravina
Sostrato Cadoni
Medoro Martelli
Frido Marcianò
Remondo Castellani
Quarto Martines
Clodoveo Rapuano
Isidoro Napolitano
Anselmo Palazzi
Loris Valenti
Tiziano Viti
Cupido Pallotta
Serviliano Bonazzi
Niniano Ricciardi
Silvestro Coviello
Tancredi Manfredi
Rosario Basso
Araldo Venturi
Zenaide Celeste
Elita Scherini
Amerigo Giardina
Lazzaro Tommasi
Tussio Tretola
Niceto Zaccaria
Valerio Donda
Primo Rosselli
Davino Di Lorenzo
Benito Aceto
Fleano Romanini
Edoardo Iodice
Alessio Pisu
Pericle Amato
Callisto Riccardi
Beltramo Santilli
Tolomeo Fiorelli
Delfino Cantagallo
Arminio Palazzolo
Aristo Giannelli
Dagoberto Tiozzo
Gianmario Boi
Domezio Calandro
Efisio Perilli
Telemaco Zumbo
Orso Guerrini
Giusto Cini
Aristeo Iannello
Franco Canova
Oronzo Rapuano
Asterio Mazzola
Regolo Ratti
Abaco Valletta
Quintiliano Gamberini
Eginardo Bartoli
Serafino Gentile
Soccorso Riccio
Aldobrando Ferrarotti
Guiscardo Olla
Amabile Galluzzo
Adalardo Bartolomei
Manilio Chiodi
Spano Bernardi
Fernando Silvestro
Lisandro Fratti
Rainaldo Sepe
Solocone Cacciapuoti
Ezio Volpi
Luciano Gaudiano
Raniero Peroni
Eleuterio Caserta
Liberatore Babini
Alessio Lana
Tiburzio Giampaolo
Floriano Paonessa
Quinziano Marzocchi
Sabazio Gabriele
Ubertino Taormina
Orlando Foschi
Gianbattista Pandolfi
Barsaba De Stefano
Innocente Fabbricatore
Arduino Fiori
Icaro Nazzaro
Zosimo Albanese
Amelio Cappai
Polidoro Milano
Dionigi Carraro
Napoleone Fuoco
Gillo Bianchini
Franco Tassi
Bertoldo Bellotti
Rolando Sacco
Dacio Nicosia
Vidone Rosa
Zanobi Alcamo
Lodovico Lai
Letterio Schifano
Onorio Palmisani
Ivo Paci
Ignazio Albano
Bortolo Marrazzo
Diogene Bernardi
Sicuro Carollo
Ignazio Carlino
Arialdo Pala
Coreno Bertolini
Orsino Di Giorgio
Ottone Pompili
Gianbattista Tufo
Saturniano Petrarca
Cino Savoca
Niceforo Raimondi
Massimo Rapuano
Davino Fini
Illuminato Fratti
Argo Guarnieri
Fidenziano Di Matteo
Valente Barbiero
Ulderico De Rosa
Diogene Moras
Marzio Zunino
Ivan Carrozzo
Piersilvio Cabras
Sirio Vicini
Colmazio Rubino
Prisco Monaco
Generoso Casano
Benito Balducci
Lancilotto Fiorelli
Ariele Quinto
Laurentino Penzo
Tosco Serafino
Cosimo Totaro
Agrippa Monteleone
Ariberto De Chiara
Divo Gravina
Amelio Ferrari
Giosuè Lovato
Timoteo Laganà
Zenaide Favaro
Fazio Fanara
Marolo Tassone
Isacco Bortot
Germano Iacolare
Giovenzio Salierno
Omero Peluso
Iacopone Giunta
Dante Capraro
Eliano Dragoni
Pippo Nicoletti
Doriano Colantuono
Arialdo Ierardi
Assunto Evola
Geminiano Burgio
Emmerico Evangelista
Placido Falzone
Giosuele Maurizi
Pomponio Sessa
Damiano Paolillo
Adalgiso Cerutti
Donatello Fichera
Nicarete Agostinelli
Mirko Zanetta
Almiro Orefice
Ramiro Bovolenta
Manlio Marrazzo
Umile Maragno
Aratone Di Ciocco
Socrate Gruber
Giustiniano Martinelli
Livino Pellecchia
Guido Todaro
Amone Pace
Quintiliano Bertolini
Paterniano Nicastro
Amico Amendola
Guiscardo Orsini
Pardo Fortunato
Egisto Zedda
Salvo Picchi
Bortolo Gamberini
Ildebrando Borgia
Domezio Di Matteo
Sabele Masala
Demetrio Tumino
Ennio Pau
Bellino Carrozza
Francesco Bernardi
Danio Cottone
Alberico Carosi
Balderico Feliziani
Michelangelo Corsini
Alboino Nota
Bonaventura Lori
Serafino Di Lascio
Arcibaldo Navarra
Araldo Frezza
Clodoveo Meli
Elita Orlando
Gualtiero Greco
Gabriele Bisconti
Amone Piscitelli
Melchiade Pinto
Divo Medeot
Tussio Ruggeri
Quinzio Caforio
Quintino Terlizzi
Alvaro Pillitteri
Pio Baldo
Amico Panaro
Berardo Pasqua
Gosto De Gregorio
Fulvio Prato
Eutalio Ianni
Demostene Torrisi
Lautone Mastroianni
Varo Carbone
Tarcisio Doronzo
Metrofane Granato
Cataldo Gaudiano
Liberio Basso
Onesto Guidetti
Telemaco Cannone
Amadeo Mastroianni
Garimberto Rago
Vulpiano Sbrana
Cecco Pecora
Egidio Ponti
Serapione Barone
Ciriaco Giuliano
Primo Sansone
Mirocleto Mascolo
Bardo Lamberti
Carmelo Terzi
Dino Bodini
Perseo Caracciolo
Antelmo Benini
Sempronio Lombardi
Maiorico Latini
Brando Puleo
Silvano Cucchiara
Adolfo Pagliai
Gomberto Iodice
Gioacchino Pasini
Bacco Picco
Giobbe Di Battista
Cecilio De Maio
Roberto Testa
Pantaleone Crepaldi
Senesio Ranieri
Tarso Fior
Efrem Bonomo
Alberico Hofer
Adalberto Giuliani
Emmerico Lippi
Gabino Scaglione
Pusicio Proietti
Placido Saccone
Enea Bernasconi
Antonello Cannone
Rainaldo Buonomo
Bonaldo Cascone
Siricio Buzzi
Afro Di Somma
Valfredo Cola
Paterniano Amico
Edilberto Falco
Alvaro Tagliabue
Berengario Garofalo
Libero Vittori
Ismaele Lezzi
Egeo Napolitano
Vladimiro Menegatti
Pacifico Garofalo
Zoilo Cappelli
Tazio Vita
Gerasimo Margiotta
Zetico Giudice
Ischirione Casano
Teodosio Perilli
Birino Boscolo
Soccorso Ruotolo
Guido Spagnuolo
Damocle Destro
Amintore Marchetto
Nazario Mauri
Guglielmo Chirico
Giovanni Ferraro
Pantaleone Santamaria
Natale Tirri
Mansueto Leopardi
Giulio Tommasi
Sigfrido Caggiano
Lisandro Restivo
Frontiniano Sforza
Fausto Casali
Roberto Crisafulli
Tarso Pavone
Vittoriano Vuillermoz
Lautone Rotondo
Mamante Nicosia
Egisto Martinelli
Taziano Morelli
Costanzo Cherchi
Evaldo Recchia
Uriele Carrus
Evandro Cherchi
Stefano Iacolare
Rubiano D'Ambrosio
Oscar Sabia
Maiorico Chilà
Eros Perotti
Gesualdo Feleppa
Stefano Margiotta
Alessandro Mura
Sviturno Lucchese
Saffiro Napoli
Valentino Crisafulli
Virginio Puleo
Ulberto Ippoliti
Osvaldo Bruschi
Festo Diana
Icilio Fantini
Zeno Saponaro
Ventura Sartori
Bardo Marangi
Benvenuto D'Amore
Settimio Spinelli
Basileo De Marco
Antimo Cicchetti
Quirino Lupica
Esuperio Favero
Odorico Capriotti
Giacobbe Barbera
Samuele Menconi
Vittore Sacco
Gherardo Manna
Liberato Balducci
Torquato Lanteri
Remigio Pittalis
Verenzio Napoletano
Benvenuto Ascione
Democrito Mascolo
Benito Bonifazi
Elifio Lupica
Secondiano Gazzola
Lauriano Bove
Asimodeo Chiaravalle
Agrippa Biagetti
Pupolo Usai
Valentino Liguori
Adelchi Da Rold
Fiorenzo Trombetta
Oderico Farin
Orenzio Rotondo
Adalrico Pugliese
Giona Bellucci
Assunto Crespi
Aristide Santarsiero
Gualtiero De Masi
Sebastiano Fini
Argimiro Pariggiano
Corrado Pirrone
Abele Palla
Enea Tallarico
Rubiano Marra
Gianmarco Iacono
Mirko Petronio
Concordio Postiglione
Lidio Giordani
Decimo De Luca
Marzio Aiello
Bassiano Bodini
Luciano Spadoni
Manilio Baldassarre
Viscardo Crippa
Euclide Villari
Virone Muratore
Ulstano Grosso
Agenore Fiorentini
Sebastiano Rossetti
Donatello Sanfilippo
Renato Di Pede
Barsaba Addari
Goffredo De Feo
Senesio Ferracuti
Vittorio Manfredi
Erasmo Albanese
Gallicano Borghi
Antimo Putzolu
Gavino Lucarelli
Ponzio Ingrosso
Clinio Ammoscato
Senesio Cicchetti
Fedro Zanella
Costanzo Aramini
Gianluca Capogna
Verenzio Malizia
Vivaldo Valeri
Costante Galeazzi
Diogene Calafiore
Corbiniano Iannucci
Semplicio Chiacchio
Berengario Cabras
Aladino Di Battista
Aciscolo D'Angelo
Taddeo Cappiello
Valfrido Cipriani
Leonida Brizzi
Pio Pedrotti
Vincenzo Santori
Ildefonso Di Liberto
Palatino Alaimo
Panfilo Corradi
Edilberto Ciccarelli
Publio Canova
Efrem Pagani
Spartaco Pilato
Privato Frasca
Rainaldo Deiana
Gallicano Speranza
Arcadio Carta
Osvaldo Mercurio
Quintino Bove
Gianmario Bergamini
Giambattista Feliziani
Davino Lari
Daciano Fiorentini
Casto Vitiello
Dionisio Cattani
Ivone Saporito
Settimo Matranga
Umile Baldi
Deodato Moroni
Tazio Coppola
Vincenzo Clemente
Dione Poggi
Ticone Lotti
Olimpio Moretto
Pupolo Barsotti
Cassiano Rizzo
Protasio Gullì
Eustorgio Rossi
Pancrazio Di Palma
Donato Satta
Tirone Doria
Bartolomeo Galluzzo
Graziano Santangelo
Gabriele Oliviero
Iorio Critelli
Oronzo Patanè
Ettore Piscitelli
Cino De Stefano
Patrizio Penzo
Laurentino Leale
Eraldo Carraro
Argimiro Di Lecce
Massimo Galante
Fulberto Pellegrino
Francesco Ligorio
Radolfo Platania
Fabio Lodi
Abramio Massa
Marolo Rizza
Egisto Petrella
Ercole Martellucci
Rufo De Col
Amico Maiello
Delfino Gianotti
Vidone Giovinazzo
Mirocleto Serena
Arcibaldo Masciandaro
Vinicio Napolitano
Giovanni Nota
Acacio La Porta
Vladimiro Desiderio
Casto Piva
Milo Riccobono
Ivo Simoni
Saul Pini
Lodovico Anselmi
Cremenzio Berto
Alessandro Pieri
Clodomiro Peaquin
Piero Anselmo
Sergio Rago
Antimo Capogna
Gianpiero Aloi
Raniero Romagnoli
Saturniano De Luca
Nunzio Bruno
Ambrosiano Moser
Barsimeo Di Giuseppe
Verano Lori
Gianluigi Ruotolo
Polifemo Macchi
Gastone Pignatelli
Edoardo Marzocchi
Porfirio Mazzotta
Evidio Dominici
Raffaele Righetti
Ermenegildo Gatta
Cleandro Tralli
